,Date,User.id,Verified,User Name,Tweet,Location,Source,Likes,Followers,Following,Retweets
482,2020-11-09 21:51:23,1325918937859694593,False,DwarfAir,https://t.co/l9MZlz64q7 Pretty good stuff right here #TrumpPence2020 #trump #Trump2020 #BidenHarris2020 #Biden… https://t.co/jclP1Tgpwj,All Over,Twitter for Android,0,21,25,0
483,2020-11-09 21:21:34,1325911431057862656,False,DestinyKorchi,Loooooove it!! In fact my mom made a shirt about all this not being over yet! Check it out!!!!… https://t.co/8iB2ORPQAy,,Twitter for iPhone,0,21,71,0
484,2020-11-09 21:15:19,1325909859510874112,False,shawn80955606,@Qradical5 @JoshJane @laurenpeikoff Not in this lifetime 🇺🇸♥️🇺🇸 #GodBlessAmerica #TRUMP2020ToSaveAmerica… https://t.co/EUMrUXJTrS,,Twitter for iPhone,1,26,51,0
485,2020-11-09 21:14:24,1325909630627831808,False,madridista4lif3,@realDonaldTrump every hour that passes is more evidence and more clarity that our president Trump will continue fo… https://t.co/PHE3nKXAJp,USA,Twitter for iPhone,0,453,1119,0
486,2020-11-09 21:13:25,1325909380492046336,False,JEwritesNH39,@realDonaldTrump @VP In Jesus name we evangelicals come together and pray for our President this afternoon at 5pm a… https://t.co/AXW6lJj8dL,"New England, USA",Twitter for Android,0,409,879,0
487,2020-11-09 21:11:30,1325908898503675905,False,NaserBahrami4,@Mike_Pence @IranLionness @VP @realDonaldTrump We will win #TRUMP2020ToSaveTheWorld #TrumpPence2020 https://t.co/9cxU49YK0p,,Twitter for Android,0,14,201,0
488,2020-11-09 21:10:34,1325908663652003850,False,America31846547,"#FactsMatter Everything else is 🐂💩
#TrumpPence2020   
https://t.co/JSS52RwV96 via @epochtimes",,Twitter Web App,3,5277,5736,0
489,2020-11-09 21:08:18,1325908092765184000,False,RationalAmericn,Regardless of who wins the Presidency the American People need to be observant and informed by what the next presid… https://t.co/xR2UvgIDMF,,Twitter for Android,0,0,30,0
490,2020-11-09 21:05:01,1325907268265766915,False,CallMeMamaw1,@1fullboat Democrats have already agreed to unity 🌈 and healing 🔨.  And 💯 #TrumpPence2020  deserves that 🥰,"Indiana, USA",Twitter for iPhone,0,3862,3892,0
491,2020-11-09 21:02:37,1325906665338703872,False,GerbinoM,@realDonaldTrump Praying for you every day Sir.  May God protect and Bless you and your family. What they have put… https://t.co/xcOnxolOrX,,Twitter for iPad,0,2,39,0
492,2020-11-09 21:01:36,1325906406466330626,False,shepherdmuc1,"Russia conspiracy theory, sexism, impeachment, China virus, Black Lives Matter and now election malpractice all aim… https://t.co/X3v0DmK7Yc"," Kampala ,Uganda",Twitter for Android,8,326,167,2
493,2020-11-09 21:01:15,1325906320197898243,False,1Paintedgypsy,"@ABC Well if Trump fired you, you probably had loose lips or chapped lips &amp; deep pockets!😡🤬… https://t.co/IBzxYtGeIG","Georgian Bay, Ontario",Twitter for iPhone,0,10,22,0
494,2020-11-09 21:00:06,1325906030606262272,False,sgtmolly06,You have got to watch this! And then share far and wide! #BallotFraud #VoterFraud keep up the fight… https://t.co/VqHKCenLEK,"Colorado, USA",Twitter for iPhone,4,1213,2178,3
495,2020-11-09 20:58:22,1325905596223287296,False,huckabee4me,Absolutely! #TrumpIsMyPresident #Trump2020NowMoreThanEver #TrumpPence2020 #FourMoreYEARSForTRUMP https://t.co/11cc4oAm9O,,Twitter for Android,0,3879,4637,0
496,2020-11-09 20:57:01,1325905253355692032,False,WELOVEu_DjT,I LOVE THIS MAN! #TrumpPence2020 #BidenCrimeFamilly #Bidenisnotmypresident https://t.co/QFLeCksEwm,Mars,Twitter Web App,0,6347,6961,0
497,2020-11-09 20:45:02,1325902239895068675,False,catiinergy,Absolutely NO surprise the party with the people that actually think there’s more than 2 genders also think Biden i… https://t.co/oK7UgO0XXI,The Matrix,Twitter for iPhone,13,1194,848,4
498,2020-11-09 20:44:43,1325902158705774592,False,MaxwellBrooks,There will be an unprecedented wave of incomprehensibly emotionally distraught people if this election goes to… https://t.co/kx3lv7Xv9S,"Colorado, USA",Twitter for iPhone,15,5187,5002,4
499,2020-11-09 20:44:12,1325902029953359872,False,det_crockett06,Pence def uses Tretinoin and Sunscreen 🤛 Don’t forget how he destroyed the Ultra Cop in the Vice Presidential Debat… https://t.co/nc2BqnPblo,"Key Biscayne, FL",Twitter for iPhone,1,201,526,0
500,2020-11-09 20:41:40,1325901393698418690,False,America31846547,"Biden cheated and lost this election. #TrumpPence2020 

Election Systems in Michigan County Appeared to Be Connecte… https://t.co/TDpaTqivwF",,Twitter Web App,10,5277,5736,2
501,2020-11-09 20:41:09,1325901259845623809,False,SpaceForce115,"https://t.co/7T8y5gmpPz

SpaceForce1!

Coming June.

SF1 will:

Fight global climate change.
Support Black Lives Ma… https://t.co/JjYsKQvQOj",,Twitter Web App,0,0,18,0
502,2020-11-09 20:37:48,1325900416954085378,False,catiinergy,"Trump’s enemies are our enemies too. That’s it. That’s the tweet.

#maGra #maga #TrumpWon #TrumpPence2020… https://t.co/wvOB5wcVs0",The Matrix,Twitter for iPhone,11,1194,848,3
503,2020-11-09 20:33:12,1325899261083578368,False,Dleather25_,Massive voter fraud is about to be found. #ElectionFraud #Election2020 #Election2020results #ElectionResults2020… https://t.co/14CWFMSjE2,"Leatherwood, AL",Twitter for iPhone,0,3884,2878,0
504,2020-11-09 20:28:06,1325897977953734656,False,JBabe67,Said...”The Big Man”.  You are Correct today...YOU ARE NOT President! TRUMP is OUR PRESIDENT! TRUMP Is going to rev… https://t.co/W7nlziPDZ5,,Twitter Web App,0,523,4995,0
505,2020-11-09 20:27:28,1325897819966869510,False,MetuusK,"Georgia has been red for the past 24 years and it will not fall this year!

#FOURMOREYEARS #TrumpPence2020… https://t.co/B9aII0SDT4","Kissing, Germany",Twitter Web App,0,194,715,0
506,2020-11-09 20:23:06,1325896720014864384,False,faith4liberty,A recount is not good enough. Any states in question need to be audited!!! #WalkAway #ccot #teaparty #tcot… https://t.co/KhsS8hXusE,Natural Born~USA,Twitter for Android,0,6085,6531,0
507,2020-11-09 20:22:45,1325896630885814273,False,faith4liberty,A recount is not good enough. Any states in question need to be audited!!! #WalkAway #ccot #teaparty #tcot… https://t.co/gZqj2PTZUO,Natural Born~USA,Twitter for Android,1,6085,6531,0
508,2020-11-09 20:22:25,1325896548417466370,True,RandyRRQuaid,"In The Swamp and Fake News full blown coup attempt they’re also committing elder abuse, telling Joe, who’s already… https://t.co/0aBTJ3Grrv",WORLD STAGE,Twitter for iPhone,5438,286263,854,1038
509,2020-11-09 20:18:48,1325895637251010560,False,oznola516,@trumptowerhell @Mike_Pence @VP @realDonaldTrump It's not over and certainly not fair.  You might want to learn the… https://t.co/MIU6w7N6e8,,Twitter for Android,2,10,117,0
510,2020-11-09 20:16:42,1325895108487753735,False,rontadross,"@Rasmussen_Poll With 40 million mail-in ballots there has to be at least 1 million, or 20k per state, that do not q… https://t.co/oYbRkuAuif",USA,Twitter Web App,0,187,1225,0
511,2020-11-09 20:11:47,1325893872107581441,False,isthatjewell,@JoeBiden You will NEVER be MY president. Even my special son can’t stand you... #TrumpIsMyPresident… https://t.co/KndACnMxr8,"Staten Island, NY",Twitter for iPhone,0,38,437,0
512,2020-11-09 20:11:38,1325893834115571712,False,MeyersMusings,"They've added David Bossie and Ben Carson to the list.
That now makes 51 individuals within the circle of the… https://t.co/9UpMdTkQAs","Buffalo | Hamburg, NY",Twitter Web App,0,1750,887,0
513,2020-11-09 20:10:34,1325893563478110210,False,ljransom,"@realDonaldTrump be a good sport and concede 😋
#DonaldTrump #Election2020 #BidenHarris #JOEBIDEN2020 #TrumpOut… https://t.co/sS8GUihlGm",,Twitter for Android,4,8,29,2
514,2020-11-09 20:08:08,1325892953236189184,False,BAMBAM46656245,@ACTBrigitte Who cares? Stay focused on this election. #TrumpPence2020,,Twitter for Android,0,2,123,0
515,2020-11-09 20:00:07,1325890935910137856,False,danwagner_,"How do you feel about Biden/Harris winning the 2020 Presidential Election?
#2020PresidentialElection #poll #Vote … https://t.co/NAjkMHdsgZ",DC / AMS,Twitter for iPhone,0,2609,384,0
516,2020-11-09 19:52:42,1325889067771437065,False,FloGrownPatriot,@AOC There’s only two things you’re good for: stirring drinks or stirring the pot. #AOCEnemiesList #TrumpPence2020,Palm Beach County FL USA,Twitter for iPhone,0,1157,1179,0
517,2020-11-09 19:47:09,1325887670929723392,False,svtsleds,"@realDonaldTrump 
30K Stock Market + 401K

🎁🎉🎊🎄🎁 CHRISTMAS PARTIES 
🍎🍎🍊☕️ STOCKING STUFFERS
🥂🍷🍷🍷 (Adult Celebration… https://t.co/R6SmzXOvpc","Longview, TX  USA",Twitter Web App,1,119,136,0
518,2020-11-09 19:41:18,1325886202038394880,False,kiranjoyv,"@realDonaldTrump You shall retain your seat in the @WhiteHouse 

#TrumpPence2020","Toronto, Ontario",Twitter Web App,0,363,43,0
519,2020-11-09 19:39:28,1325885738102255622,False,steventylerbul1,@jfcsoup @hwholcomb @AriFleischer @SteveMcNY @JoeBiden has a plan for only how to keep people from getting sick.… https://t.co/rQf7q9wCt9,"Pembroke, NC",Twitter for iPhone,0,131,384,0
520,2020-11-09 19:36:00,1325884864160280576,False,FLThreeper,@realDonaldTrump @DonaldJTrumpJr  where has AG Barr been during this election mess? Is he hiding out with Hunter Bi… https://t.co/HPtu22rdPd,,Twitter for Android,0,159,265,0
521,2020-11-09 19:23:34,1325881736753012738,False,TheFlaneur__,"When the last tree is cut down
the last river poisoned
the last fish caught
only then will man discover
that he can… https://t.co/C0yoorTRAi",London,Twitter for Android,5,1611,1953,1
522,2020-11-09 19:16:09,1325879869339803648,False,ttnc390904,@Mike_Pence @VP @realDonaldTrump We’re with you! #KeepFighting 🇺🇸 #TrumpPence2020,,Twitter for iPhone,0,54,361,0
523,2020-11-09 18:59:54,1325875781826908160,False,fast0420,#TrumpPence2020 is the winner https://t.co/DkJJCK2oSf,Worcester,Twitter Web App,1,2589,4168,0
524,2020-11-09 18:56:28,1325874915925512194,False,chance852006,"They tried it for roughly a month, they looked rather stupid then. They look even more ridiculous and incompetent n… https://t.co/uchRTyFMvX","Big Mitten, USA 🇺🇸",Twitter for iPhone,0,127,477,0
525,2020-11-09 18:51:33,1325873678773579778,False,chance852006,@Colleen52597237 @jaketapper I’d rather my child not grow up to diddle children thanks. I’d prefer they stand up fi… https://t.co/mkNakSbHbV,"Big Mitten, USA 🇺🇸",Twitter for iPhone,2,127,477,0
526,2020-11-09 18:51:19,1325873619700871169,False,seankfranks,TRUMP IS THE BEST PRESIDENT THE UNITED STATES HAS EVER HAD. 🇺🇸 #TrumpPence2020 @realDonaldTrump,,Twitter for iPhone,0,44,71,0
527,2020-11-09 18:50:02,1325873297649709058,False,CosmoInsNJ,"Congratulations to the President-elect Joe Biden and Vice President-elect Kamala Harris! 
.
.
#election2020… https://t.co/4noz1HErtK","Lakewood, NJ",Buffer,0,247,42,0
528,2020-11-09 18:43:01,1325871532506296321,False,faith4liberty,A recount is not good enough. Any states in question need to be audited!!! #WalkAway #ccot #teaparty #tcot… https://t.co/3RjU8Fs6Tc,Natural Born~USA,Twitter for Android,0,6085,6531,0
529,2020-11-09 18:41:55,1325871256625946626,False,Sabrina91726203,@realDonaldTrump Please fight and get this election back @realDonaldTrump 😭 im terrified.  With everything in me I'… https://t.co/jOe4vUbctC,,Twitter for Android,0,2,137,0
530,2020-11-09 18:39:06,1325870548178628609,False,143CindyLou143,"Melanie Trump, what a classy First Lady!! 🇺🇸🇺🇸🇺🇸🇺🇸 #Trump2020BestPresidentEver #TrumpPence2020 #TrumpToSaveAmerica https://t.co/BBy4OoQsx8","Ohio, USA",Twitter for iPhone,1,15,32,0
531,2020-11-09 18:36:25,1325869872149127168,False,tsmezekiel,"Trump doesn't just fight for your 2nd Amendment, he also fights for You. And some people fail to think that! Trump… https://t.co/BjtEL6fuiN",,Twitter for Android,1,51,47,0
532,2020-11-09 18:32:38,1325868918972567553,False,faith4liberty,A recount is not good enough. Any states in question need to be audited!!! #WalkAway #ccot #teaparty #tcot… https://t.co/EnYf5HxKr1,Natural Born~USA,Twitter for Android,0,6085,6531,0
533,2020-11-09 18:31:28,1325868627355082752,False,DebBee57,"@POTUS @realDonaldTrump PLEASE DON'T GIVE UP!!! KEEP FIGHTING FOR!!!
#MAGA2020
#TrumpPence2020 
#KeepFighting4Trump… https://t.co/kr8HFynHk9","Idaho, USA",Twitter for Android,0,289,1153,0
534,2020-11-09 18:30:06,1325868281140551681,False,faith4liberty,A recount is not good enough. Any states in question need to be audited!!! #WalkAway #ccot #teaparty #tcot… https://t.co/rodUc4vLCQ,Natural Born~USA,Twitter for Android,1,6085,6531,1
535,2020-11-09 18:29:09,1325868043961065472,False,faith4liberty,A recount is not good enough. Any states in question need to be audited!!! #WalkAway #ccot #teaparty #tcot… https://t.co/RAVkJ6GFze,Natural Born~USA,Twitter for Android,1,6085,6531,0
536,2020-11-09 18:23:38,1325866653230493697,False,faith4liberty,A recount is not good enough. Any states in question need to be audited!!! #WalkAway #ccot #teaparty #tcot… https://t.co/8fP8b2O6kg,Natural Born~USA,Twitter for Android,2,6085,6531,3
537,2020-11-09 18:21:09,1325866029218672641,False,MrLChristmas,"The Main Stream Media is more powerful than the Office of the President of the United States of America, no matter… https://t.co/AT3U1snuXp",United Kingdom,Twitter for Android,1,635,549,1
538,2020-11-09 18:20:12,1325865789262491648,False,PachelbelCannon,"@jsolomonReports @RealAmVoice More to come...Fauci, Wray, Barr etc. #TrumpPence2020",,Twitter for iPhone,0,33,181,0
539,2020-11-09 18:14:47,1325864425564172289,False,j3nw,"Thank to you!
The greatest President ever!#Trump2020NowMoreThanEver #TrumpPence2020 #MAGA https://t.co/hm6QVzMEXC","California, USA",Twitter for iPhone,0,312,2157,0
540,2020-11-09 18:07:10,1325862509610414085,False,misskitty1222,"They had nano drones in the 70s.....Pence fly... Or was it... 🪰🤔🤣
#TrumpPence2020
#BidenCrimeFamilly

https://t.co/Ytz60zYMgL","Here, There and Nowhere ",Twitter for Android,0,1584,3134,0
541,2020-11-09 18:07:09,1325862505395220491,False,HeungMinSensei,@realDonaldTrump You are the best President in our history! #TrumpPence2020 ❤️❤️,,Twitter for iPhone,0,378,697,0
542,2020-11-09 18:01:38,1325861118020038659,False,HeungMinSensei,@realDonaldTrump All thanks to President Trump for warp speed on the vaccine and his covid team. If Biden successfu… https://t.co/92OsPQPKqG,,Twitter for iPhone,0,378,697,0
543,2020-11-09 17:54:08,1325859228897202182,False,AdiDajani,@realDonaldTrump will always remain the best and greatest president in my lifetime #TrumpPence2020 https://t.co/KVNGR8jf3z,"Houston, Texas",Twitter for iPhone,0,6349,6234,0
544,2020-11-09 17:44:38,1325856840698241025,False,VinniePonzi,"#WakeUpAmerica 

Justice will prevail. 

@realDonaldTrump will remain your #President for another #4MoreYears… https://t.co/xu7MGErDb4","Brooklyn, NY",Twitter Web App,1,10,58,0
545,2020-11-09 17:34:38,1325854322014351361,False,Treles,@realDonaldTrump @Mike_Pence    Here's the Deal Voter Fraud has occured! I support President Trump and Vice Preside… https://t.co/4cxuKADDMo,,Twitter Web App,0,19,99,0
546,2020-11-09 17:07:23,1325847466604818432,False,PachelbelCannon,"@DonaldJTrumpJr MUST go after the system and institutions behind. Clearly, this is an organized crime. Think, what… https://t.co/tuY1DIhuN5",,Twitter for iPhone,0,33,181,0
547,2020-11-09 17:03:11,1325846409057243136,False,ByeDon_Polls,On what day will Melania leave Donald? #MAGA #TrumpPence2020,,Twitter Web App,0,0,59,0
548,2020-11-09 16:45:05,1325841852675678209,False,fields__zach,"@AOC make sure to take my name down on your hit list 💯

You can pry my speech and guns from my COLD, DEAD HANDS.… https://t.co/mD2Uy6ufd6",,Twitter for iPhone,0,4,18,0
549,2020-11-09 16:41:57,1325841065128185858,False,SuseWilcox,Thank you #TrumpPence2020 https://t.co/NaVYpw4FNY,Michigan,Twitter Web App,0,2725,2630,0
550,2020-11-09 16:38:53,1325840294982586370,False,rouhanim,While #TrumpPence2020 campaign was working so hard rallying in several states in1day bringing thousands in 0 temp w… https://t.co/98RrTgatjF,United States,Twitter for iPhone,21,8778,2424,6
551,2020-11-09 16:36:09,1325839604843417600,False,daddycreswell,@Mike_Pence @VP @realDonaldTrump @pfizer Best President and VP in history. #TrumpPence2020,Tennessee,Twitter for Android,1,167,234,0
552,2020-11-09 16:32:55,1325838790259314691,False,georgiatesta01,They can' stop lying #TrumpPence2020 https://t.co/3WFyfRNrI5,,Twitter Web App,0,89,88,0
553,2020-11-09 16:27:30,1325837426728857601,False,bunnies51,@JackPosobiec Keep a song in your heart. #MAGA #TrumpPence2020  #ProjectHAMR #Scorecard #TRUMPSTORM Make sure your… https://t.co/P4ExGhdHLG,,Twitter for iPhone,0,101,357,0
554,2020-11-09 16:16:02,1325834543476174850,False,bunnies51,"Relax, Patriots. They’ve got this.  #MAGA #TrumpPence2020 #ProjectHAMR #Scorecard #Suckers! (Download if you can) 
https://t.co/45ILbQWXf8",,Twitter for iPhone,0,101,357,0
555,2020-11-09 16:09:16,1325832841452773377,False,BCoxvilleHoward,"So Do I! #PutMeOnTheList 
#TrumpPence2020 https://t.co/UqCXEOcHCN","Georgia, USA",Twitter for iPhone,2,881,1366,1
556,2020-11-09 16:07:49,1325832473763323905,False,alejo_hotma,#UnitedStates Definitely no one can doubt it during the administration of @realDonaldTrump the economy has always r… https://t.co/uUxW32eAxG,"Madrid, España ",Twitter for iPhone,0,464,392,0
557,2020-11-09 15:58:56,1325830239704948736,False,kriegercartoons,"Here it is from @CH_Cartoon #election2020 #usa #BidenHarris2020 #TrumpPence2020  
https://t.co/Rhc90BmmxY https://t.co/hyC6UWUorz","Vancouver, BC",TweetDeck,13,1502,1324,5
558,2020-11-09 15:53:34,1325828889168457728,False,kdodson_,Just wanna give a shout out to my aunt @DawnDincher on this lovely Monday. She dipped my toes into the water of pol… https://t.co/GgSviM4NAp,,Twitter for iPhone,3,392,470,0
559,2020-11-09 15:47:20,1325827320746139648,False,PRAISETRIUNEGOD,The Great One reminds us that the Bush vs Gore election outcome wasn't determined for 37 days .… https://t.co/G3y0ohaWIP,#Trump2020 🇺🇸,Twitter for Android,5,15245,16597,4
560,2020-11-09 15:39:17,1325825296243675136,False,Adivi_Shaw,Thank you! #TrumpPence2020 #MAGA2020 https://t.co/WcZTcdCk0m,,Twitter for iPhone,0,934,947,0
561,2020-11-09 15:37:39,1325824882597355521,False,ChrisB892020,I do not believe Voter fraud happened on this massive scale that it would lead to a Re election of Trump. People sp… https://t.co/ECqkWZnfqc,Omaha Nebraska ,Twitter for iPhone,0,165,213,0
562,2020-11-09 15:36:44,1325824654208954369,False,PRAISETRIUNEGOD,Twitter has kept this pro-Biden piece 👎 on its main news page ever since election day. NO BIAS ? Why can Biden decl… https://t.co/UXDV1HU1Fu,#Trump2020 🇺🇸,Twitter for Android,4,15245,16597,3
563,2020-11-09 15:29:24,1325822808916635649,False,AlwaystrumpOrg,"#HarrisBiden2020 had nothing to do with the #Pfizer #vaccine or the #Trump #economy, #TrumpBump, #MAGAA #USA🇺🇸🙏🏻🍔☎️… https://t.co/W8aFhaV71s","Manassas, Virginia",Twitter Web App,1,5303,5810,0
564,2020-11-09 15:10:26,1325818033940668416,False,realDanMoran,"@DonaldJTrumpJr Wasn’t it a Nazi that said
“If you tell a lie big enough and keep repeating it, people will eventua… https://t.co/7NhcpoTG9F",,Twitter for iPhone,1,35,281,0
565,2020-11-09 15:10:04,1325817943536652292,False,realDanMoran,"@OANN Wasn’t it a Nazi that said
“If you tell a lie big enough and keep repeating it, people will eventually come t… https://t.co/BXgd5lQgAi",,Twitter for iPhone,1,35,281,0
566,2020-11-09 15:08:26,1325817532675133440,False,Bulk_Blogun,Today would be a good day for @DavidCornDC to go F#CK himself.   #MAGA #MAGA2020 #Trump2020 #TrumpTrain… https://t.co/EYHoxayD84,,Twitter Web App,0,4,23,0
567,2020-11-09 15:07:11,1325817216214962176,False,BishalKC,"I WON #MEGAMILLIONS, BY A LOT! 

#Election2020 #ElectionResults2020 #ElectionNight #Trump #Pence #Biden #Harris… https://t.co/pkwxgWMhk3","Washington, DC",Twitter Web App,0,463,1067,0
568,2020-11-09 15:03:44,1325816349436772352,False,Brwneyedangel74,"@realDonaldTrump We the People,Stand behind you. We know there has been fraud committed during the election process… https://t.co/fJg4UqaDEr",USA,Twitter for iPhone,0,12,60,0
569,2020-11-09 15:01:47,1325815857088516096,False,RJMike60,"@JerryDunleavy @ReaganBattalion What a ahole, first he'll keep NYC in a lockdown driving decades owned family busin… https://t.co/qPBnWoesk1",,Twitter Web App,3,7,118,0
570,2020-11-09 14:59:52,1325815374617718785,False,djwskyblu,"@city_rabin It just needs a FSG corporate logo, the Stars and Stripes 🇺🇸 on his backpack and a #MAGA… https://t.co/lv6yovQqIc",,Twitter for iPhone,6,10599,3371,0
571,2020-11-09 14:52:20,1325813478595186689,False,LottaBaloney,"BOOM! My mother would call this calling a spade, a spade. It's not a shovel.
I ❤️@realDonaldTrump more because he i… https://t.co/YuoVd9FO3q","United States of America, Earth",Twitter Web App,1,2471,3895,1
572,2020-11-09 14:51:30,1325813269991460866,False,CnnLampoon,"@DrewGriffinCNN @Twitter Funny how @Twitter doesn’t censor and violate the first Amendment rights of the Left. 

Th… https://t.co/2zqt2GAVsw",,Twitter for iPhone,0,2,42,0
573,2020-11-09 14:49:36,1325812791366754309,False,CnnLampoon,@oliverdarcy is a petty little fool who is one again spreading more lies for @CNN Everyone show Oliver what you thi… https://t.co/AMaQrT5UXF,,Twitter for iPhone,0,2,42,0
574,2020-11-09 14:39:34,1325810267717033986,False,claudia51132617,@ByronYork @realDonaldTrump Good bless America 🇺🇸 #4MoreYears #CubansForTrump #MAGA2020 #REDTSUNAMI #Trump2020 #TrumpPence2020,Cuba,Twitter for iPhone,0,0,17,0
575,2020-11-09 14:38:06,1325809897297108993,False,realDanMoran,"@ChanelRion @OANN Wasn’t it a Nazi that said
“If you tell a lie big enough and keep repeating it, people will event… https://t.co/xWmPkTR1xx",,Twitter for iPhone,4,35,281,1
576,2020-11-09 14:34:38,1325809025041231875,False,claudia51132617,@Mike_Pence @realDonaldTrump @pfizer Good bless America 🇺🇸 #TrumpPence2020 #Trump2020 #MAGA2020,Cuba,Twitter for iPhone,0,0,17,0
577,2020-11-09 14:30:26,1325807966231146497,False,zoom_zuzu,@joelpollak poor @NYGovCuomo -he's just jealous.   #TrumpPence2020,,Twitter Web App,1,91,754,0
578,2020-11-09 14:24:49,1325806554558459908,False,OldSkoolTarHeel,taking a break from #FoxNews for the remainder of the year.  Cheers! 🇺🇲🙏#TrumpPence2020 https://t.co/1kvVuCcEzI,,Twitter for Android,0,1094,2424,0
579,2020-11-09 14:19:04,1325805109067079688,False,faith4liberty,Yea!  A recount is not good enough. Any states in question need to be audited!!! #WalkAway #ccot #teaparty #tcot… https://t.co/TKdaX5kwc4,Natural Born~USA,Twitter for Android,1,6085,6531,0
580,2020-11-09 14:18:52,1325805057699360768,False,Alexisjoygerber,@ABC21WPTA The fact that ABC21 is siding with Democrats is very saddening. News networks are supposed to be unbiase… https://t.co/x5oiXZmN0t,"Indiana, USA",Twitter for iPhone,4,29,124,0
581,2020-11-09 14:10:54,1325803050267795457,False,Marie7044620123,@RepHagedorn @HouseGOP It is hard to beliebe if people did not vote for him. #TrumpPence2020 #GodWins #4MoreYears,,Twitter for Android,0,13,186,0
582,2020-11-09 14:01:06,1325800584323198977,False,realcoopwiiu,Ol joe will take credit for this one. I still stand behind #Trump2020 #TrumpPence2020 https://t.co/RAZrcqxtRs,Voting for Trump,Twitter for Android,1,109,580,0
583,2020-11-09 13:54:24,1325798900603756550,False,NoblyRogue,There’s been more first dogs than in the WH than #ADOS Presidents &amp; Vice Presidents combined. Sit with that America… https://t.co/Yq09AXblrs,Central Florida ,Twitter Web App,9,2694,2279,2
584,2020-11-09 13:53:24,1325798648937148418,False,deAdderCanada,Cartoon for @TorontoStar #TrumpOut #TrumpVirus #TrumpPence2020 https://t.co/ThjWHhQC3g,K'jipuktuk (Halifax),Twitter Web App,1176,12974,68,237
585,2020-11-09 13:52:54,1325798523577700353,False,tyra_favara,🎯🎯🎯 THIS! The entire energy behind the #BidenHarris2020 campaign has been hatered for @realDonaldTrump. While the e… https://t.co/umL5h4c9Se,"Dallas, Texas",Twitter for iPhone,6,4354,4833,3
586,2020-11-09 13:48:59,1325797535928217605,False,Katja52066513,I never wanted to be an American more then when the 2020 election was going on! Would have been out there knocking… https://t.co/DAw4Rza9gz,Canada,Twitter for Android,0,11,179,0
587,2020-11-09 13:46:02,1325796794199138304,False,socialnowpr,GREG HALPERN HAS BEEN FEARLESSLY LEADING THE WORLD AGAINST THIS EVIL COMPANY AND ITS CRIMINAL EXECUTIVES… https://t.co/ZxoJu54j5S,USA,Sprout Social,0,3058,108,0
588,2020-11-09 13:45:07,1325796562333814785,False,LindaMy32017266,"American's know the truth!
#TrumpPence2020 won BIG!

#Recount2020 #RecountEveryState2020 
#ELECTIONFRAUD https://t.co/VZeic9TD9I",,Twitter Web App,1,14,114,0
589,2020-11-09 13:43:00,1325796028956684289,False,LindaMy32017266,"@DavidJHarrisJr @realDonaldTrump 

I hope these people end up in handcuffs today! Reveal the true election results!… https://t.co/4wF167eq4r",,Twitter Web App,0,14,114,0
590,2020-11-09 13:40:54,1325795501124411392,False,JpnLoves,"RECALL AND REDO PRESIDENTIAL ELECTION 2020 https://t.co/cOElTIR2hM

Those Who Vote Decide Nothing. Those Who Count… https://t.co/Vrqrl75Q4O",,Twitter for Android,1,42,294,0
591,2020-11-09 13:34:26,1325793876695715841,False,auresto_diane,"Released 3 years ago.
HEAR ME OUT &amp; LISTEN: 
Why I Support President Donald Trump 🇺🇸❤️👍@LegendaryEnergy… https://t.co/V4r37rJpuM",Here I Am ,Twitter for iPhone,1,3,30,0
592,2020-11-09 13:25:41,1325791671020351489,False,AndJust37023195,"NOTE: Posted 3 years ago.
HEAR ME OUT &amp; LISTEN: 
Why I Support President Donald Trump 🇺🇸❤️👍… https://t.co/81qtT0Uq96",I Am Here,Twitter for iPhone,0,15,91,0
593,2020-11-09 13:18:50,1325789950600765440,False,catiinergy,"TRUMP PENCE 2020!!

#maGra #maga #TrumpWon #TrumpPence2020 #StopTheSteal
#MakeAmericaGreatRecountAgain https://t.co/jqk3iWGj3g",The Matrix,Twitter for iPhone,9,1194,848,4
594,2020-11-09 13:00:00,1325785210689032195,False,juliocjacob,That's all folk's #TrumpPence2020 https://t.co/o1MbzDwLsl,Do Paraná em São Paulo ,Twitter for Android,0,1120,1315,0
595,2020-11-09 12:28:14,1325777215095705601,False,kellsbells31,Thankful to @realDonaldTrump @VP for all their hard work on getting a #vaccine to the #people… https://t.co/GoTmfhXiTq,"New York, New York",Twitter Web App,0,17,76,0
596,2020-11-09 12:25:28,1325776517268377601,False,hassanshahi,"To the Democrats: If you used the votes of the dead to win the presidential election, it would not be better to use… https://t.co/tgjRf5wCwY",Shiraz,Twitter Web App,0,37,35,0
597,2020-11-09 12:14:06,1325773659278086144,False,ept_rudyru,#AMLO is now being threatened by Democrat Congressman @JoaquinCastrotx (@JulianCastro) among many others for refusi… https://t.co/cCZT0ugpWh,El Paso Del Norte,Twitter for iPhone,0,218,157,0
598,2020-11-09 12:01:53,1325770584152797184,False,RockyJeterWebb,@benshapiro Thank You Ben! #BenShapiro #FactsDontCareAboutYourFeelings #Election2020 #ThePostElection #ItsNotOver… https://t.co/kHR6sokzjr,"Wilmington, North Carolina",Twitter for Android,0,832,1253,0
599,2020-11-09 11:26:47,1325761749518340096,False,RockyTopRevival,"What’s wrong Joe?
#ItsNotOver #SCOTUS #70MillionStrong #TrumpPence2020 https://t.co/MR9eIJf3b7",,Twitter for iPhone,0,622,950,0
